event_id,user_id,event_date,channel,device,funnel_stage,product_category,spent_time_seconds,action_outcome
49466,59091,2023-01-03,Social Media,Mobile,Landing Page,Sports,182,progress
49467,31360,2023-01-02,Email,Mobile,Landing Page,Toys,119,progress
49468,62858,2023-02-08,Mobile App,Tablet,Confirmation,Sports,114,drop_off
49469,64526,2023-01-19,Email,Tablet,Product View,Toys,91,progress
49470,99266,2023-01-01,Social Media,Desktop,Landing Page,Fashion,164,progress
49471,16321,2023-02-20,Website,Tablet,Product View,Beauty,134,progress
49472,71509,2023-02-10,Email,Tablet,Product View,Toys,187,progress
49473,40406,2023-02-06,Social Media,Mobile,Payment,Fashion,108,purchase
49474,89541,2023-02-06,Website,Mobile,Landing Page,Electronics,252,purchase
49475,33258,2023-01-03,Mobile App,Desktop,Product View,Electronics,225,progress
49476,23420,2023-01-21,Social Media,Tablet,Add to Cart,Toys,36,drop_off
49477,42623,2023-01-20,Social Media,Desktop,Landing Page,Home,215,progress
49478,75538,2023-02-12,Social Media,Desktop,Landing Page,Fashion,28,progress
49479,84142,2023-02-13,Mobile App,Mobile,Add to Cart,Beauty,197,progress
49480,51464,2023-02-28,Mobile App,Mobile,Landing Page,Beauty,76,progress
49481,95185,2023-01-30,Email,Mobile,Payment,Toys,285,progress
49482,30069,2023-02-06,Mobile App,Mobile,Product View,Toys,185,progress
49483,50474,2023-02-21,Email,Tablet,Confirmation,Beauty,20,purchase
49484,82105,2023-02-15,Social Media,Desktop,Add to Cart,Sports,171,drop_off
49485,53364,2023-02-08,Mobile App,Desktop,Product View,Toys,153,drop_off
49486,21726,2023-02-10,Email,Mobile,Add to Cart,Beauty,164,purchase
49487,29661,2023-01-29,Mobile App,Desktop,Product View,Beauty,219,progress
49488,74109,2023-01-24,Social Media,Mobile,Payment,Electronics,67,progress
49489,92195,2023-01-13,Social Media,Tablet,Product View,Home,21,drop_off
49490,51406,2023-02-08,Social Media,Mobile,Product View,Home,180,progress
49491,18699,2023-01-24,Website,Desktop,Payment,Toys,154,drop_off
49492,96532,2023-02-13,Social Media,Desktop,Landing Page,Fashion,260,progress
49493,98017,2023-02-08,Social Media,Mobile,Landing Page,Sports,92,progress
49494,84720,2023-02-12,Email,Desktop,Confirmation,Fashion,123,purchase
49495,24486,2023-01-06,Website,Tablet,Landing Page,Beauty,96,progress
49496,24423,2023-01-19,Email,Mobile,Payment,Sports,204,purchase
49497,63834,2023-01-07,Mobile App,Mobile,Landing Page,Fashion,261,progress
49498,86134,2023-02-28,Email,Mobile,Landing Page,Toys,267,purchase
49499,44268,2023-02-05,Mobile App,Mobile,Confirmation,Beauty,40,purchase
49500,47464,2023-02-19,Social Media,Desktop,Product View,Home,19,drop_off
49501,55185,2023-01-09,Social Media,Tablet,Add to Cart,Beauty,7,progress
49502,83049,2023-01-16,Mobile App,Tablet,Landing Page,Electronics,255,progress
49503,45035,2023-02-09,Website,Tablet,Landing Page,Toys,194,progress
49504,90892,2023-02-22,Website,Mobile,Add to Cart,Toys,267,purchase
49505,25085,2023-01-09,Email,Desktop,Confirmation,Electronics,265,progress
49506,75840,2023-01-18,Email,Mobile,Product View,Toys,224,progress
49507,47551,2023-02-24,Mobile App,Mobile,Confirmation,Toys,55,purchase
49508,94996,2023-01-19,Mobile App,Desktop,Payment,Electronics,79,progress
49509,11326,2023-02-27,Email,Tablet,Add to Cart,Toys,43,progress
49510,62949,2023-01-15,Social Media,Desktop,Landing Page,Home,11,progress
49511,34675,2023-02-17,Mobile App,Desktop,Landing Page,Fashion,272,progress
49512,20853,2023-02-26,Social Media,Tablet,Landing Page,Home,275,progress
49513,88300,2023-02-02,Social Media,Tablet,Landing Page,Toys,160,progress
49514,99549,2023-01-27,Email,Tablet,Landing Page,Fashion,145,progress
49515,82719,2023-02-28,Website,Desktop,Payment,Home,77,drop_off
49516,81313,2023-02-18,Mobile App,Desktop,Landing Page,Beauty,248,drop_off
49517,20321,2023-01-23,Mobile App,Desktop,Confirmation,Beauty,6,drop_off
49518,66189,2023-02-26,Website,Desktop,Add to Cart,Fashion,139,drop_off
49519,62352,2023-01-14,Mobile App,Tablet,Add to Cart,Sports,97,drop_off
49520,14557,2023-02-04,Website,Desktop,Checkout,Beauty,210,progress
49521,59684,2023-01-19,Website,Mobile,Landing Page,Toys,204,progress
49522,93378,2023-02-06,Mobile App,Desktop,Product View,Fashion,48,progress
49523,46432,2023-01-06,Mobile App,Tablet,Payment,Fashion,14,drop_off
49524,32971,2023-02-26,Mobile App,Tablet,Product View,Home,192,progress
49525,14551,2023-02-20,Email,Mobile,Checkout,Home,179,drop_off
49526,67123,2023-01-27,Mobile App,Desktop,Landing Page,Sports,71,progress
49527,14943,2023-02-22,Social Media,Mobile,Product View,Toys,48,progress
49528,90720,2023-01-15,Mobile App,Desktop,Landing Page,Beauty,174,progress
49529,20578,2023-01-10,Email,Tablet,Landing Page,Home,27,drop_off
49530,10376,2023-01-30,Email,Mobile,Landing Page,Beauty,193,progress
49531,69761,2023-02-23,Social Media,Mobile,Landing Page,Toys,129,progress
49532,85194,2023-02-15,Website,Desktop,Landing Page,Fashion,209,progress
49533,41164,2023-02-14,Website,Mobile,Payment,Beauty,62,purchase
49534,89047,2023-02-25,Email,Desktop,Confirmation,Fashion,78,purchase
49535,11960,2023-02-19,Mobile App,Desktop,Add to Cart,Sports,6,progress
49536,86420,2023-02-16,Mobile App,Desktop,Landing Page,Beauty,274,progress
49537,80737,2023-01-25,Social Media,Mobile,Landing Page,Sports,175,progress
49538,62961,2023-01-09,Social Media,Mobile,Add to Cart,Home,101,drop_off
49539,79661,2023-02-12,Website,Desktop,Product View,Beauty,43,progress
49540,53203,2023-01-24,Mobile App,Tablet,Add to Cart,Electronics,136,purchase
49541,45067,2023-02-18,Mobile App,Mobile,Payment,Electronics,246,progress
49542,73979,2023-02-22,Mobile App,Desktop,Checkout,Electronics,85,drop_off
49543,54421,2023-02-13,Email,Mobile,Add to Cart,Sports,227,drop_off
49544,98224,2023-01-07,Social Media,Desktop,Landing Page,Fashion,39,progress
49545,87267,2023-02-17,Website,Tablet,Payment,Home,261,purchase
49546,61858,2023-02-11,Mobile App,Desktop,Landing Page,Beauty,207,drop_off
49547,95938,2023-01-03,Website,Desktop,Add to Cart,Toys,122,drop_off
49548,50159,2023-01-30,Mobile App,Mobile,Payment,Electronics,184,purchase
49549,22209,2023-02-04,Social Media,Tablet,Confirmation,Electronics,93,purchase
49550,50198,2023-02-25,Social Media,Desktop,Add to Cart,Fashion,98,progress
49551,49064,2023-01-26,Mobile App,Mobile,Product View,Sports,241,progress
49552,94899,2023-02-15,Social Media,Desktop,Product View,Home,170,progress
49553,38949,2023-02-08,Email,Desktop,Product View,Beauty,251,drop_off
49554,36399,2023-01-25,Website,Desktop,Product View,Electronics,27,drop_off
49555,98136,2023-02-12,Email,Tablet,Checkout,Sports,268,progress
49556,29276,2023-01-22,Website,Desktop,Payment,Fashion,102,purchase
49557,87586,2023-02-27,Website,Tablet,Landing Page,Toys,25,progress
49558,87182,2023-01-12,Email,Desktop,Landing Page,Home,157,progress
49559,86491,2023-01-23,Mobile App,Tablet,Payment,Fashion,59,drop_off
49560,99268,2023-02-05,Website,Desktop,Product View,Toys,266,progress
49561,62504,2023-01-12,Website,Tablet,Landing Page,Electronics,64,progress
49562,21361,2023-02-27,Mobile App,Tablet,Product View,Sports,246,drop_off
49563,36995,2023-01-31,Website,Desktop,Landing Page,Beauty,185,drop_off
49564,54914,2023-02-11,Website,Mobile,Product View,Toys,26,progress
49565,30806,2023-01-05,Email,Tablet,Product View,Beauty,191,purchase
49566,20781,2023-01-10,Website,Tablet,Landing Page,Electronics,9,progress
49567,77787,2023-02-12,Social Media,Tablet,Payment,Fashion,227,purchase
49568,91523,2023-02-16,Email,Tablet,Payment,Home,153,purchase
49569,44471,2023-02-04,Social Media,Desktop,Landing Page,Fashion,166,drop_off
49570,95694,2023-02-08,Website,Mobile,Landing Page,Fashion,42,drop_off
49571,53813,2023-01-07,Email,Desktop,Add to Cart,Electronics,172,drop_off
49572,60786,2023-01-01,Social Media,Mobile,Payment,Beauty,213,purchase
49573,27587,2023-02-19,Mobile App,Tablet,Product View,Sports,257,progress
49574,99787,2023-02-01,Website,Tablet,Landing Page,Beauty,104,progress
49575,81678,2023-01-22,Email,Tablet,Confirmation,Fashion,67,purchase
49576,93835,2023-02-08,Website,Desktop,Landing Page,Beauty,19,progress
49577,43390,2023-02-12,Mobile App,Desktop,Product View,Toys,272,progress
49578,16435,2023-02-05,Email,Mobile,Landing Page,Home,287,progress
49579,86664,2023-01-07,Mobile App,Tablet,Landing Page,Beauty,90,progress
49580,18850,2023-02-04,Mobile App,Mobile,Add to Cart,Electronics,103,progress
49581,36915,2023-01-02,Email,Desktop,Add to Cart,Beauty,16,drop_off
49582,26967,2023-01-04,Social Media,Tablet,Landing Page,Fashion,95,drop_off
49583,13489,2023-02-28,Email,Mobile,Landing Page,Fashion,31,progress
49584,60733,2023-01-08,Website,Desktop,Product View,Toys,281,drop_off
49585,76503,2023-01-12,Email,Desktop,Landing Page,Sports,65,drop_off
49586,70964,2023-02-14,Social Media,Desktop,Product View,Beauty,125,drop_off
49587,21268,2023-02-15,Website,Desktop,Landing Page,Fashion,205,progress
49588,96216,2023-01-27,Social Media,Tablet,Landing Page,Beauty,168,progress
49589,98911,2023-02-10,Email,Tablet,Payment,Home,108,drop_off
49590,92337,2023-01-03,Mobile App,Tablet,Payment,Fashion,278,purchase
49591,31299,2023-02-07,Email,Mobile,Landing Page,Home,251,drop_off
49592,79287,2023-02-25,Website,Mobile,Landing Page,Home,236,progress
49593,63403,2023-02-17,Website,Mobile,Landing Page,Sports,234,progress
49594,57980,2023-02-03,Email,Mobile,Product View,Beauty,240,progress
49595,61785,2023-01-18,Social Media,Desktop,Product View,Beauty,100,drop_off
49596,60595,2023-02-12,Website,Desktop,Landing Page,Beauty,49,drop_off
49597,42123,2023-02-09,Email,Tablet,Payment,Electronics,43,drop_off
49598,60314,2023-01-27,Website,Tablet,Product View,Sports,210,progress
49599,95820,2023-01-19,Website,Mobile,Landing Page,Sports,254,progress
49600,89633,2023-01-07,Email,Desktop,Landing Page,Sports,193,progress
49601,47031,2023-02-02,Mobile App,Desktop,Product View,Electronics,6,progress
49602,11343,2023-02-23,Mobile App,Mobile,Landing Page,Beauty,118,progress
49603,75789,2023-01-16,Website,Tablet,Product View,Home,153,progress
49604,37079,2023-02-03,Website,Tablet,Payment,Sports,83,purchase
49605,37929,2023-01-19,Mobile App,Tablet,Product View,Sports,42,progress
49606,91142,2023-01-30,Social Media,Tablet,Add to Cart,Electronics,110,drop_off
49607,21629,2023-01-06,Social Media,Mobile,Landing Page,Electronics,158,progress
49608,52192,2023-01-06,Website,Mobile,Product View,Home,274,progress
49609,86397,2023-02-25,Email,Mobile,Checkout,Home,273,drop_off
49610,66693,2023-02-27,Email,Tablet,Product View,Toys,290,progress
49611,54717,2023-02-07,Email,Desktop,Checkout,Beauty,266,drop_off
49612,63317,2023-01-26,Website,Mobile,Product View,Fashion,52,progress
49613,61655,2023-02-20,Email,Mobile,Landing Page,Toys,260,progress
49614,90423,2023-02-08,Mobile App,Desktop,Landing Page,Sports,173,drop_off
49615,64099,2023-01-06,Mobile App,Mobile,Add to Cart,Fashion,52,progress
49616,84808,2023-02-14,Website,Desktop,Landing Page,Toys,264,progress
49617,15280,2023-02-05,Mobile App,Desktop,Add to Cart,Beauty,161,progress
49618,49014,2023-01-02,Social Media,Desktop,Add to Cart,Electronics,145,progress
49619,35125,2023-02-14,Email,Desktop,Landing Page,Sports,29,progress
49620,28458,2023-02-02,Social Media,Mobile,Payment,Beauty,108,purchase
49621,13103,2023-02-21,Email,Tablet,Landing Page,Sports,109,drop_off
49622,16503,2023-01-20,Email,Desktop,Checkout,Toys,170,progress
49623,32206,2023-01-02,Social Media,Desktop,Payment,Beauty,195,purchase
49624,22445,2023-01-09,Email,Mobile,Landing Page,Beauty,152,progress
49625,63202,2023-01-06,Social Media,Tablet,Payment,Sports,278,purchase
49626,44813,2023-01-16,Mobile App,Mobile,Product View,Toys,55,progress
49627,10634,2023-02-25,Social Media,Tablet,Landing Page,Home,219,drop_off
49628,63534,2023-02-19,Mobile App,Tablet,Landing Page,Beauty,205,drop_off
49629,41395,2023-02-07,Email,Mobile,Payment,Fashion,48,purchase
49630,81476,2023-01-15,Social Media,Mobile,Checkout,Toys,235,progress
49631,93208,2023-01-28,Website,Desktop,Confirmation,Home,6,purchase
49632,94843,2023-02-15,Website,Desktop,Landing Page,Electronics,79,progress
49633,63524,2023-02-03,Website,Mobile,Add to Cart,Toys,246,progress
49634,99962,2023-01-19,Email,Desktop,Payment,Fashion,100,drop_off
49635,19440,2023-01-13,Website,Mobile,Landing Page,Beauty,23,progress
49636,60935,2023-01-19,Website,Tablet,Product View,Toys,88,drop_off
49637,88087,2023-02-07,Social Media,Desktop,Add to Cart,Fashion,253,progress
49638,88850,2023-01-15,Website,Desktop,Product View,Electronics,79,progress
49639,79790,2023-01-18,Social Media,Desktop,Product View,Fashion,27,drop_off
49640,82872,2023-01-15,Mobile App,Desktop,Confirmation,Fashion,119,purchase
49641,75349,2023-01-17,Mobile App,Mobile,Landing Page,Home,54,drop_off
49642,20958,2023-01-26,Website,Mobile,Landing Page,Home,44,drop_off
49643,57108,2023-02-12,Social Media,Tablet,Checkout,Beauty,196,drop_off
49644,75807,2023-01-14,Social Media,Mobile,Landing Page,Toys,40,progress
49645,29007,2023-02-22,Email,Mobile,Product View,Sports,278,progress
49646,38993,2023-02-13,Email,Desktop,Add to Cart,Toys,117,drop_off
49647,38486,2023-02-04,Website,Desktop,Add to Cart,Fashion,58,progress
49648,72570,2023-02-15,Website,Tablet,Landing Page,Fashion,247,progress
49649,32368,2023-01-07,Social Media,Tablet,Landing Page,Home,36,progress
49650,23214,2023-02-15,Social Media,Tablet,Landing Page,Toys,134,progress
49651,75520,2023-02-15,Website,Tablet,Landing Page,Home,273,progress
49652,59829,2023-01-28,Social Media,Tablet,Payment,Home,211,purchase
49653,85925,2023-02-06,Social Media,Tablet,Landing Page,Beauty,140,progress
49654,77469,2023-01-06,Website,Tablet,Add to Cart,Sports,88,progress
49655,26951,2023-02-12,Social Media,Tablet,Product View,Electronics,277,progress
49656,12888,2023-02-11,Email,Desktop,Add to Cart,Toys,231,drop_off
49657,89381,2023-02-08,Social Media,Desktop,Product View,Electronics,288,progress
49658,57070,2023-01-28,Website,Desktop,Checkout,Sports,213,purchase
49659,22219,2023-02-01,Email,Tablet,Add to Cart,Electronics,39,progress
49660,14199,2023-01-27,Website,Tablet,Add to Cart,Electronics,176,drop_off
49661,41809,2023-01-10,Mobile App,Mobile,Product View,Beauty,205,drop_off
49662,20453,2023-02-28,Social Media,Tablet,Product View,Electronics,9,progress
49663,60635,2023-01-30,Social Media,Mobile,Landing Page,Toys,220,progress
49664,30258,2023-01-15,Social Media,Mobile,Confirmation,Beauty,149,purchase
49665,31822,2023-01-12,Website,Mobile,Checkout,Fashion,41,drop_off
49666,40687,2023-02-17,Mobile App,Mobile,Product View,Fashion,12,progress
49667,59828,2023-02-15,Email,Desktop,Add to Cart,Home,297,progress
49668,20717,2023-01-17,Website,Mobile,Product View,Toys,62,progress
49669,93180,2023-01-20,Social Media,Tablet,Landing Page,Fashion,247,drop_off
49670,42172,2023-01-30,Social Media,Desktop,Payment,Sports,124,progress
49671,54217,2023-01-01,Email,Desktop,Add to Cart,Fashion,97,drop_off
49672,78862,2023-01-23,Social Media,Tablet,Landing Page,Electronics,68,progress
49673,25170,2023-01-22,Social Media,Mobile,Landing Page,Sports,146,drop_off
49674,52417,2023-01-04,Website,Tablet,Checkout,Fashion,235,progress
49675,16088,2023-02-08,Social Media,Mobile,Landing Page,Electronics,147,progress
49676,97444,2023-01-18,Website,Mobile,Landing Page,Toys,56,progress
49677,77622,2023-02-17,Social Media,Desktop,Payment,Fashion,272,purchase
49678,24153,2023-02-23,Social Media,Desktop,Landing Page,Sports,271,progress
49679,16453,2023-01-15,Mobile App,Tablet,Product View,Sports,73,progress
49680,34810,2023-01-02,Social Media,Desktop,Landing Page,Fashion,183,drop_off
49681,48815,2023-02-19,Website,Tablet,Confirmation,Toys,142,purchase
49682,56084,2023-01-20,Email,Tablet,Landing Page,Electronics,174,progress
49683,69254,2023-02-18,Website,Desktop,Add to Cart,Beauty,225,drop_off
49684,64494,2023-01-21,Website,Tablet,Payment,Electronics,38,purchase
49685,83200,2023-01-10,Website,Desktop,Landing Page,Home,137,progress
49686,85653,2023-01-10,Mobile App,Tablet,Landing Page,Fashion,62,progress
49687,18543,2023-02-04,Mobile App,Mobile,Product View,Home,41,purchase
49688,51680,2023-02-09,Mobile App,Tablet,Product View,Toys,88,progress
49689,46989,2023-01-20,Email,Desktop,Checkout,Fashion,50,progress
49690,40404,2023-01-15,Email,Mobile,Landing Page,Beauty,116,drop_off
49691,42246,2023-01-12,Email,Desktop,Add to Cart,Home,204,progress
49692,55011,2023-01-19,Email,Mobile,Landing Page,Fashion,189,progress
49693,23145,2023-02-10,Website,Tablet,Checkout,Beauty,202,progress
49694,67298,2023-02-22,Website,Tablet,Payment,Fashion,106,purchase
49695,97384,2023-02-08,Social Media,Mobile,Landing Page,Sports,273,progress
49696,14706,2023-02-24,Email,Mobile,Landing Page,Home,283,progress
49697,58785,2023-01-29,Email,Tablet,Product View,Toys,107,drop_off
49698,92098,2023-01-26,Mobile App,Tablet,Checkout,Electronics,290,purchase
49699,49408,2023-01-06,Email,Mobile,Landing Page,Fashion,190,progress
49700,27277,2023-02-08,Social Media,Desktop,Landing Page,Electronics,214,progress
49701,95810,2023-02-01,Mobile App,Desktop,Add to Cart,Beauty,195,progress
49702,28217,2023-01-21,Website,Desktop,Product View,Home,48,drop_off
49703,21774,2023-01-23,Mobile App,Tablet,Product View,Toys,81,progress
49704,65680,2023-02-24,Social Media,Mobile,Landing Page,Beauty,173,progress
49705,37189,2023-01-05,Mobile App,Mobile,Product View,Toys,291,drop_off
49706,23163,2023-01-15,Mobile App,Mobile,Product View,Electronics,271,progress
49707,75404,2023-02-07,Mobile App,Desktop,Product View,Home,269,progress
49708,32974,2023-02-17,Social Media,Mobile,Landing Page,Home,150,progress
49709,63086,2023-02-06,Mobile App,Tablet,Landing Page,Beauty,164,progress
49710,57985,2023-02-02,Website,Mobile,Product View,Home,290,drop_off
49711,96675,2023-02-28,Mobile App,Desktop,Landing Page,Toys,269,progress
49712,85637,2023-02-05,Website,Desktop,Product View,Sports,57,progress
49713,57691,2023-02-05,Social Media,Desktop,Product View,Electronics,78,progress
